pq_scan,pq_bar,pq_udise,pq_grade,pq_nasid,pq_section,pq_age,pq_min,pq_miny,pq_gender,pq_bpl,pq_cwsn,pq_q01,pq_q02,pq_q03,pq_q04,pq_q05,pq_q06,pq_q07,pq_q08,pq_q09,pq_q10,pq_q11,pq_q12,pq_q13,pq_q14,pq_q15,pq_q16,pq_q17,pq_q18,pq_q19,pq_q20,pq_q21,pq_q22,pq_q23,pq_q24a,pq_q24b,pq_q24c,pq_q24d,pq_q24e,pq_q24f,pq_q24g,pq_q24h,pq_q24i,pq_q25a,pq_q25b,pq_q25c,pq_q25d,pq_q25e,pq_q25f,pq_q25g,pq_q25h,pq_q25i,pq_q25j,pq_q26a,pq_q26b,pq_q26c,pq_q26d,pq_q26e,pq_q26f,pq_q26g,pq_q27a,pq_q27b,pq_q27c,pq_q27d,pq_q27e,pq_q27f,pq_q27g,pq_q28a,pq_q28b,pq_q28c,pq_q28d,pq_q28e,pq_q28f,pq_q28g,pq_q28h,pq_q29a,pq_q29b,pq_q29c,pq_q29d,pq_q29e,pq_q29f,pq_q29g,pq_q30,pq_q31,pq_q32,pq_q33,pq_q34,pq_q35,pq_q36,pq_q37,pq_q38,pq_q39,pq_q40
41010957,512041461,7040523704,5,1,X,XX,X,X,1,X,X,7,7,7,6,4,5,2,3,2,2,4,1,1,1,1,3,1,2,2,2,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,1,2,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,1,1,1,X,X,X,X,X,X,X,X,X,X,X
41010958,512041462,7040523704,5,2,X,XX,X,X,1,X,X,6,6,8,6,3,1,4,2,4,2,4,3,1,1,1,3,1,1,1,2,1,1,1,1,2,1,1,2,1,2,2,1,1,1,2,1,2,1,2,2,2,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X
41010959,512041463,7040523704,5,3,X,XX,X,X,X,X,X,4,7,8,5,4,5,2,2,2,3,4,2,1,1,1,3,1,2,1,2,1,1,2,1,2,1,1,2,1,2,2,1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X
41010960,512041464,7040523704,5,4,X,XX,X,X,X,X,X,5,6,8,5,4,1,3,3,3,1,4,2,1,1,1,2,1,2,2,1,2,1,1,1,Z,1,1,X,1,2,1,2,1,2,1,1,2,1,2,2,2,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,1,1,2,1,X,X,X,X,X,X,X,X,X,X,X
41010961,512041465,7040523704,5,5,X,XX,X,X,X,X,X,6,7,6,5,3,1,3,3,2,3,4,1,2,1,1,3,1,3,1,2,1,1,2,1,2,1,1,2,1,2,2,1,1,1,1,1,2,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X
41010962,512041466,7040523704,5,6,X,XX,X,X,X,X,X,6,5,6,5,3,1,4,3,2,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,2,1,1,1,2,2,2,1,2,2,1,2,1,1,X,X,X,X,X,X,X,X,X,X,X
41010963,512041467,7040523704,5,7,X,XX,X,X,2,X,X,8,5,8,6,2,1,2,3,1,3,4,1,2,1,1,2,1,2,1,2,1,2,2,1,2,1,2,1,2,2,2,1,1,1,2,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,1,2,2,2,2,2,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X
41010964,512041468,7040523704,5,8,X,XX,X,X,X,X,X,7,6,1,4,3,5,3,1,6,1,4,2,2,1,1,3,1,2,1,2,1,1,2,1,2,1,1,2,1,2,2,1,1,2,1,1,2,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X
41010965,512041469,7040523704,5,9,X,XX,X,X,2,X,X,7,7,8,6,3,1,4,3,6,3,4,1,1,1,1,3,1,2,1,3,1,1,2,2,1,1,2,1,1,2,2,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X
41010966,512041470,7040523704,5,10,X,XX,X,X,X,X,X,6,7,8,6,3,5,3,2,6,1,4,1,1,1,1,3,1,3,2,3,2,2,2,1,2,1,1,2,1,2,1,2,1,1,1,1,2,1,2,2,2,1,1,2,1,2,2,2,1,1,1,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,1,2,1,X,X,X,X,X,X,X,X,X,X,X
41010967,512041471,7040523704,5,11,X,XX,X,X,X,X,X,6,7,8,4,3,5,2,3,6,3,1,1,3,1,1,3,1,2,1,2,1,1,2,1,2,1,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,2,2,3,1,2,1,1,2
41010968,512041472,7040523704,5,12,X,XX,X,X,X,X,X,6,7,5,4,3,1,1,3,2,3,4,2,3,1,1,3,1,3,1,2,2,2,2,1,2,1,1,1,1,2,2,1,1,2,1,1,2,1,2,2,2,1,1,1,1,1,X,2,1,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,1,1,2,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X
41010969,512041473,7040523704,5,13,X,XX,X,X,X,X,X,7,5,6,5,2,1,3,1,6,2,4,2,2,1,1,3,1,2,2,2,1,1,1,1,2,1,1,2,1,2,2,1,1,2,1,1,2,1,1,2,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X
41010970,512041474,7040523704,5,14,A,9,X,X,2,2,2,0,4,8,3,1,1,2,3,6,1,4,4,3,1,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,2,2,1,1,1,2,2,2,1,1,2,1,2,1,2,2,2,1,1,1,2,1,2,2,2,1,1,1,X,X,X,X,X,X,X,X,X,X,X
41010971,512041475,7040523704,5,15,X,XX,X,X,1,X,X,6,6,8,5,3,1,2,3,1,1,4,3,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,2,1,1,2,1,2,1,2,2,1,1,1,2,1,1,2,2,2,X,X,2,X,2,1,2,1,1,X,2,2,X,1,2,2,2,1,2,1,X,X,X,X,X,X,X,X,X,X,X
41010972,512041476,7040523704,5,16,X,XX,X,X,X,X,X,6,6,8,5,2,6,3,2,2,2,4,2,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,1,1,2,2,X,X,X,X,X,X,X,X,X,X,X
41010973,512041477,7040523704,5,17,X,XX,X,X,2,X,X,9,7,8,4,3,1,3,3,6,2,4,3,1,1,1,3,1,1,2,2,1,2,2,1,2,1,1,2,1,2,2,1,1,2,1,1,2,1,1,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X
41010974,512041478,7040523704,5,18,X,XX,X,X,1,X,X,6,7,8,6,3,1,3,3,6,2,4,2,1,1,1,3,1,1,1,1,2,2,2,1,2,1,1,2,1,2,2,1,1,2,1,2,2,1,2,2,2,1,1,1,1,1,2,1,1,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X
41010975,512041479,7040523704,5,19,X,XX,X,X,1,X,X,9,7,6,6,3,1,3,1,6,2,1,4,3,2,1,1,1,3,3,3,3,3,3,1,2,1,1,2,1,2,2,1,1,2,1,1,2,1,2,2,2,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,1,1,1,X,X,X,X,X,X,X,X,X,X,X
41010976,512041480,7040523704,5,20,X,XX,X,X,X,X,X,6,4,5,6,2,5,2,3,3,3,1,1,3,1,1,3,3,2,3,2,1,2,2,1,2,1,1,2,1,2,2,1,1,1,2,1,1,2,1,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,X,X,X,X,X,X,X,X,X,X,X
41010977,512041481,7040523704,5,21,X,XX,X,X,X,X,X,6,6,8,5,3,1,2,3,2,3,1,1,3,1,3,1,3,1,1,1,1,2,2,2,2,1,1,2,1,2,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X
41010978,512041482,7040523704,5,22,X,XX,X,X,1,X,X,6,6,1,6,3,3,4,1,1,3,4,1,1,1,1,3,1,2,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X
41010982,312243661,7040621205,3,1,A,10,2,X,2,X,2,7,5,9,3,2,1,1,3,6,1,1,1,1,1,1,3,1,1,1,3,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,1,2,1,1,2,1,2,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,X,X,X,X,X,X,X,X,X,X,X
41010983,312243662,7040621205,3,2,A,9,2,X,2,2,2,5,2,9,7,Z,1,1,3,6,2,2,1,2,1,1,3,3,1,2,3,1,1,1,Z,1,1,1,1,1,2,2,1,1,Z,1,2,2,1,2,2,2,2,1,2,1,1,2,2,1,1,1,1,1,2,2,2,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,X,X,X,X,X,X,X,X,X,X,X
41010984,312243663,7040621205,3,3,A,9,2,X,2,2,2,2,2,8,5,2,1,4,2,2,2,1,1,1,1,1,1,1,1,1,3,1,3,1,2,2,1,1,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,X,X,X,X,X,X,X,X,X,X,X
41010985,312243664,7040621205,3,4,A,7,2,1,1,2,2,7,2,9,3,3,5,4,4,2,2,1,1,2,1,1,1,1,1,1,3,1,1,1,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,X,X,X,X,X,X,X,X,X,X,X
41010986,312243665,7040621205,3,5,A,9,2,X,2,2,2,2,9,9,X,1,1,4,3,2,2,2,1,2,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1,1,1,X,2,2,2,2,2,2,2,2,X,X,X,X,X,X,X,X,X,X,X
41010987,312243666,7040621205,3,6,A,9,1,1,1,2,2,7,7,9,3,3,1,4,2,4,2,1,1,1,1,1,1,1,1,1,3,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,1,1,2,2,2,2,1,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,X,X,X,X,X,X,X,X,X,X,X
41010988,312243667,7040621205,3,7,A,9,2,X,1,2,2,2,2,8,3,3,1,4,2,2,2,1,1,2,1,1,1,1,1,1,3,1,1,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,X,X,X,X,X,X,X,X,X,X,X
41010989,312243668,7040621205,3,8,A,9,2,X,1,2,2,1,9,8,3,4,2,4,2,2,2,1,1,2,1,1,1,1,1,1,3,1,1,1,2,2,1,1,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,X,X,X,X,X,X,X,X,X,X,X
41010990,312243669,7040621205,3,9,A,9,2,X,2,X,X,2,7,3,3,2,1,4,4,2,2,1,1,1,1,1,1,1,1,1,3,1,1,1,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,X,X,X,X,X,X,X,X,X,X,X
41010991,312243670,7040621205,3,10,A,9,2,X,1,2,2,2,2,9,3,3,1,4,2,4,2,1,1,1,1,1,1,1,1,1,3,1,1,1,2,2,1,1,1,2,2,2,1,2,1,2,2,2,1,2,2,2,1,1,2,1,1,2,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,X,X,X,X,X,X,X,X,X,X,X
41010992,312243671,7040621205,3,11,A,10,2,X,1,2,2,1,7,9,3,1,1,4,1,2,2,1,1,1,1,1,1,1,1,1,3,1,3,1,2,2,1,1,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,X,X,X,X,X,X,X,X,X,X,X
41010993,312243672,7040621205,3,12,A,8,2,X,2,2,2,2,2,9,5,3,1,4,2,6,2,1,1,2,1,1,1,1,1,1,3,1,1,1,2,2,1,1,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,X,X,X,X,X,X,X,X,X,X,X
41011015,812430951,7040121503,8,1,A,13,2,X,2,2,2,9,9,5,5,2,1,3,3,2,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
41011016,812430952,7040121503,8,2,A,13,2,X,2,2,2,4,5,9,3,2,2,3,3,4,3,1,1,2,2,2,3,1,2,1,1,1,2,2,X,X,X,X,X,X,X,2,X,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
41011017,812430953,7040121503,8,3,A,15,2,X,2,2,2,5,5,9,6,2,1,3,3,4,1,1,2,2,1,1,3,3,1,2,1,2,3,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,2,1,1,2,1,1,2,1,1,2,2,1,1,2,1,1,1,2,1,1,2,1,1,2,2,1,2,1,1,2,1,1,2,1,2,1,2,1,3,1,2,1,1,2,1
41011018,812430954,7040121503,8,4,A,15,2,X,2,2,2,1,4,9,1,3,Z,3,3,6,1,1,3,2,2,2,2,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,2,2,2,2,1,1,1,2,2,1,1,2,2,1,1,2,1,1,1,2,2,1,1,2,2,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41011019,812430955,7040121503,8,5,A,13,2,X,2,2,2,7,7,9,6,2,1,3,3,6,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,1,1,1,1,1,2,2,1,1,2,2,2,1,2,1,1,1,1,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41011020,812430956,7040121503,8,6,A,13,2,X,2,2,2,1,2,9,7,4,3,3,3,4,2,2,1,1,1,1,3,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41011021,812430957,7040121503,8,7,A,13,2,X,2,2,2,5,7,9,6,4,1,3,3,6,2,2,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,1,Z,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41011022,812430958,7040121503,8,8,A,13,2,X,2,2,2,5,9,6,6,2,2,1,3,4,2,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41011023,812430959,7040121503,8,9,A,12,2,X,2,2,2,7,6,9,6,3,5,2,4,6,2,2,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41011024,812430960,7040121503,8,10,A,13,2,X,2,2,2,1,5,6,6,3,1,2,3,6,2,1,1,1,1,1,3,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,X,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41011025,812430961,7040121503,8,11,A,12,2,X,2,2,2,3,4,9,6,2,3,3,2,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,1,1,2,1,1,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,2,1,2,1,2,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41011026,812430962,7040121503,8,12,A,13,1,1,2,2,2,1,5,9,6,4,1,2,2,6,2,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41011027,812430963,7040121503,8,13,A,14,2,X,2,2,2,1,4,1,6,2,1,2,2,2,2,3,2,1,1,1,2,3,2,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41011028,812430964,7040121503,8,14,A,13,2,X,2,2,2,5,5,1,3,3,5,2,3,2,2,2,2,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,2,2,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,X,X,X,X,X,X,X,X,X,X,X
41011029,812430965,7040121503,8,15,A,14,2,X,2,2,2,6,7,9,6,2,6,3,3,2,3,2,2,1,1,1,2,2,1,2,2,1,2,2,2,1,1,1,2,1,2,1,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,2,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41011030,812430966,7040121503,8,16,A,13,2,X,2,2,2,6,7,3,3,2,1,3,1,4,3,4,1,1,1,1,2,3,1,3,1,2,3,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,X,1,1,2,2,1,X,X,X,X,X,X,X,X,X,X,X
41011031,812430967,7040121503,8,17,A,14,1,1,2,2,2,3,6,9,6,5,1,3,3,6,1,3,2,2,2,1,3,3,1,1,2,1,3,1,2,1,1,1,2,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,2,2,1,2,1,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41011032,812430968,7040121503,8,18,A,14,2,X,2,2,2,6,7,2,7,3,2,2,4,2,2,1,2,3,1,2,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41011033,812430969,7040121503,8,19,A,13,2,X,2,2,2,4,5,9,4,3,3,3,2,6,3,3,1,1,1,1,3,3,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41011034,812430970,7040121503,8,20,A,14,2,X,2,2,2,4,4,9,2,1,3,3,1,6,2,1,1,2,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,X,2,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41011035,812430971,7040121503,8,21,A,13,2,X,2,2,2,1,6,9,2,3,5,3,3,2,3,1,1,1,2,1,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,2,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41011036,812430972,7040121503,8,22,A,12,2,X,2,2,2,7,7,9,3,2,5,3,3,4,2,3,1,2,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41011037,812430973,7040121503,8,23,A,12,2,X,2,2,2,9,7,9,2,3,5,4,4,6,2,2,1,1,1,2,3,2,1,2,1,1,2,2,2,1,1,1,2,1,2,1,1,1,2,2,2,2,1,2,2,2,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41011038,812430974,7040121503,8,24,A,13,2,X,2,2,2,6,7,4,3,2,6,3,3,6,2,1,2,2,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41011039,812430975,7040121503,8,25,A,13,2,X,2,2,2,5,6,9,3,3,1,3,3,2,2,1,1,4,2,2,3,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41011040,812430976,7040121503,8,26,A,14,2,X,2,2,2,5,5,9,2,3,2,3,1,1,3,2,2,2,1,1,3,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,2,2,2,1,2,Z,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41011041,812430977,7040121503,8,27,A,14,2,X,2,2,2,5,5,9,9,2,2,3,1,2,X,2,3,2,1,2,3,2,3,2,3,2,3,1,1,2,2,1,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,1,1,2,2,2,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41011042,812430978,7040121503,8,28,A,13,2,X,2,2,2,1,2,9,3,3,2,3,2,6,2,2,1,1,1,1,3,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,1,1,1,2,2,1,2,1,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41011043,812430979,7040121503,8,29,A,13,2,X,2,2,2,6,7,9,3,2,1,3,1,6,2,1,2,2,1,1,3,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1,1,2,1,2,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41011044,812430980,7040121503,8,30,A,14,2,X,2,2,2,4,9,9,6,2,1,1,3,4,1,2,1,1,2,1,1,Z,Z,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41011099,812067351,7040223201,8,1,A,14,2,X,2,1,2,6,6,9,2,3,1,4,1,6,3,1,1,1,1,1,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,4,1,1,X,1,2,4
41011100,812067352,7040223201,8,2,A,15,2,X,1,2,2,6,5,9,4,2,1,4,4,6,2,1,1,X,1,1,3,X,X,1,X,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,1,1,2,1,1,2,2,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,X,1,Z,1,1,1,1,X,X,X,X,X
41011101,812067353,7040223201,8,3,A,17,2,X,1,1,2,1,2,1,8,3,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1
41011102,812067354,7040223201,8,4,A,15,2,X,1,1,2,1,2,1,8,3,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,3,1,2,1,2,4,1,1,2,3
