pq_scan,pq_bar,pq_udise,pq_grade,pq_nasid,pq_section,pq_age,pq_min,pq_miny,pq_gender,pq_bpl,pq_cwsn,pq_q01,pq_q02,pq_q03,pq_q04,pq_q05,pq_q06,pq_q07,pq_q08,pq_q09,pq_q10,pq_q11,pq_q12,pq_q13,pq_q14,pq_q15,pq_q16,pq_q17,pq_q18,pq_q19,pq_q20,pq_q21,pq_q22,pq_q23,pq_q24a,pq_q24b,pq_q24c,pq_q24d,pq_q24e,pq_q24f,pq_q24g,pq_q24h,pq_q24i,pq_q25a,pq_q25b,pq_q25c,pq_q25d,pq_q25e,pq_q25f,pq_q25g,pq_q25h,pq_q25i,pq_q25j,pq_q26a,pq_q26b,pq_q26c,pq_q26d,pq_q26e,pq_q26f,pq_q26g,pq_q27a,pq_q27b,pq_q27c,pq_q27d,pq_q27e,pq_q27f,pq_q27g,pq_q28a,pq_q28b,pq_q28c,pq_q28d,pq_q28e,pq_q28f,pq_q28g,pq_q28h,pq_q29a,pq_q29b,pq_q29c,pq_q29d,pq_q29e,pq_q29f,pq_q29g,pq_q30,pq_q31,pq_q32,pq_q33,pq_q34,pq_q35,pq_q36,pq_q37,pq_q38,pq_q39,pq_q40
41011103,812067355,7040223201,8,5,A,13,2,X,1,1,2,1,Z,1,6,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,X,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,Z,2,Z,1,1,1,1,1,Z,2,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,X,X,X,1,2,1,2,3,2,4,2,1,1,4
41011104,812067356,7040223201,8,6,A,14,1,1,1,1,X,6,6,2,2,4,1,3,3,2,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,3,1,3,4,3,1,2,1,2,1
41011105,812067357,7040223201,8,7,A,14,2,X,1,1,2,4,4,7,7,2,1,4,3,2,3,2,1,1,1,1,3,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,Z,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1
41011106,812067358,7040223201,8,8,A,14,2,X,1,1,2,Z,4,7,Z,2,1,1,3,2,1,1,2,1,3,2,3,2,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1,1,2,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,Z,1,1,1,1,1,1,1,1,2,2,1,2,1,1,3,X,2,X,1,4,1,1,2,3
41011107,812067359,7040223201,8,9,A,14,2,X,1,2,2,1,4,5,7,2,1,4,3,5,2,2,2,2,1,1,1,2,1,3,3,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,Z,1,2,1,1,1,1,1,1,1,Z,1,1,2,Z,2,2,2,1,2,1,1,2,2,1,2,2,1,2,2,Z,1,2,3,2,4,2,1,1,4
41011108,812067360,7040223201,8,10,A,16,2,X,1,1,X,1,1,8,8,1,1,1,4,2,2,1,2,1,2,2,3,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,1,2,1,1,X,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,1
41011109,812067361,7040223201,8,11,A,13,1,1,1,1,2,6,6,3,3,3,1,4,3,4,2,1,1,4,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,2,3,1,1,4,4,4,1,1,2,2
41011110,812067362,7040223201,8,12,A,14,2,X,1,1,X,Z,Z,X,Z,Z,X,2,1,3,2,2,4,1,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,2,2,Z,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,X,X,1,1,1,2,2,1,1,2,2,1,2,X,1,2,1,1,1,1,3,1,1,1,1,2,2,1,1,4
41011111,812067363,7040223201,8,13,A,12,1,X,1,2,X,6,2,3,1,3,1,4,4,4,2,3,3,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,Z,1,2,1,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,2,2,1,1,1,Z,1,1,1,1,1,2,1,2,2,3,3,2,1,2,2
41011112,812067364,7040223201,8,14,A,12,1,X,1,1,2,6,2,Z,Z,X,4,4,4,X,2,3,3,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,Z,1,1,1,X,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,X,2,2,1,2,1,2,1,2,1,2,2,Z,1,1,Z,1,1,1,1,1,2,1,2,2,X,Z,2,1,2,2
41011113,812067365,7040223201,8,15,A,14,2,X,1,2,X,1,9,9,2,2,1,1,3,6,3,1,1,3,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,2,1,1,2,1,X,1,1,1,2,1,1,2,1,2,1,2,2,1,1,1,1,2,1,1,1,1,1,4,1,1,2,4
41011114,812067366,7040223201,8,16,A,13,2,X,1,1,X,1,4,7,2,1,1,4,4,4,2,3,2,1,1,1,Z,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,1,1,2,2,1,2,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,3,1,X,X,X,X,X,X,X,X
41011115,812067367,7040223201,8,17,A,14,2,X,1,1,2,2,2,2,8,3,1,2,4,1,1,1,1,4,1,1,3,2,2,1,2,1,1,2,Z,1,1,1,1,1,1,1,1,1,1,1,Z,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,3,1,2,1,1,1,1,Z
41011116,812067368,7040223201,8,18,A,12,2,X,1,1,2,5,5,4,X,4,1,4,4,2,2,2,1,1,1,1,3,1,1,3,2,2,2,2,1,1,1,1,1,1,2,Z,1,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,1,2,1,1,2,2,2,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,2,X,X,X,X,X,X,X,X,X,X,X
41011117,812067369,7040223201,8,19,A,14,2,X,1,1,2,1,7,4,X,5,1,4,4,1,2,2,1,1,1,1,3,1,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,1,1,2,1,1,1,2,1,1,2,2,2,1,1,1,2,1,1,X,1,1,2,2,1,1,1,1,2,X,X,X,X,X,X,X,X,X,X,X
41011118,812067382,7040223401,8,2,X,XX,X,X,X,X,X,5,1,1,1,2,1,4,3,4,3,2,3,1,2,1,2,1,1,2,2,2,3,2,1,1,1,2,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,3,X,X,2,1,2,2,4
41011119,812067383,7040223401,8,3,A,13,1,X,2,X,X,1,1,2,2,2,1,4,4,2,2,2,1,2,1,1,3,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41011120,812067384,7040223401,8,4,X,XX,X,X,X,X,X,1,1,X,X,4,1,1,2,6,1,2,1,1,1,2,3,2,2,2,2,2,3,1,Z,Z,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41011121,812067385,7040223401,8,5,X,13,1,1,2,2,2,5,1,1,1,2,1,2,3,4,3,2,3,1,1,1,3,1,1,2,2,3,3,1,1,1,Z,1,2,X,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,1,1,2,2,1,2,2,X,X,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,X,2,3,2,4,2,1,2,2
41011122,812067386,7040223401,8,6,A,13,X,X,2,X,X,1,1,2,2,1,1,1,3,6,3,2,2,1,1,1,3,1,1,1,2,1,1,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2,1,1,1,3,1,1,1,1,1,4
41011123,812067388,7040223401,8,8,X,12,1,1,2,2,2,2,1,4,3,5,1,4,3,6,1,2,1,3,1,1,Z,X,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1,2,1,2,2,3,1,1,1,2,2
41011124,812067389,7040223401,8,9,X,12,2,X,2,2,2,Z,1,X,Z,1,X,X,4,Z,X,X,X,3,1,X,2,X,3,X,1,X,X,X,2,X,2,X,X,1,X,X,X,2,X,X,X,X,X,X,X,X,X,1,X,X,X,X,X,X,1,X,X,X,X,X,2,2,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
41011125,812067391,7040223401,8,11,X,14,1,1,2,2,2,1,1,X,X,X,X,X,X,6,2,1,2,4,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,1,4
41011126,812067392,7040223401,8,12,X,12,X,1,2,X,X,1,1,Z,5,4,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Z,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,1
41011127,812067393,7040223401,8,13,X,12,X,1,2,X,X,4,2,4,1,4,1,1,1,1,3,4,1,2,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,Z,1,2,2,1,1,2,2,2,1,2,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,2,1,2,3,4,1,2,Z,X,2,1
41011128,812067394,7040223401,8,14,X,14,X,1,2,2,2,4,2,4,1,4,1,1,1,1,3,4,1,2,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,1,1,2,2,2,1,2,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,2,1,2,3,4,1,2,2,1,2,1
41011129,812067395,7040223401,8,15,A,13,X,1,2,2,2,5,6,2,2,3,1,2,4,6,1,2,1,4,1,2,3,2,1,2,3,2,1,3,2,1,1,2,2,1,2,1,2,1,1,2,2,2,2,2,2,1,1,1,1,2,2,1,2,1,2,1,1,2,Z,1,2,2,1,1,2,1,2,1,2,2,1,2,1,2,1,2,1,3,1,3,2,3,2,1,2,1,4
41011130,812067396,7040223401,8,16,A,13,2,X,2,2,2,1,6,3,6,3,1,3,3,2,2,3,2,1,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1
41011131,812067397,7040223401,8,17,X,15,1,1,2,2,2,1,4,9,4,3,1,4,2,4,1,2,1,2,1,1,3,1,2,1,2,3,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,3,1,1,2,1,1,1,2
41011132,812067400,7040223401,8,20,X,13,X,1,2,2,2,6,7,9,4,3,1,1,3,4,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,X,X,X,X,X,X,X,X,1,X,X,X,X,X,X,X,X,X,X,1,X,X,X,X,X,X,X,1,X,X,X,X,1,X,X,X,X,X,X,X,1,X,X,X,X,X,X,1,1,1,1,1,1,2,1,1,1,2
41011133,812067401,7040223401,8,21,X,14,2,6,2,2,2,6,0,6,9,4,5,4,3,1,2,2,3,4,1,2,1,3,2,2,1,2,1,3,X,2,X,X,X,X,X,X,X,2,X,X,X,X,X,X,X,X,X,1,X,X,X,X,X,X,X,2,X,X,X,X,X,2,X,X,X,X,X,X,X,2,X,X,X,X,X,X,1,3,X,2,4,2,2,1,1,X,1
41011134,812067405,7040223401,8,25,X,14,2,X,2,2,2,X,6,1,1,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,X,X,X,X,X,X,X,X,X,X,X
41011135,812067406,7040223401,8,26,A,14,2,X,2,2,2,6,9,9,5,4,1,2,3,4,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,3,1,1,1,1,1,2,1,1,1
41011136,812067407,7040223401,8,27,A,14,2,X,2,X,X,6,6,9,1,3,Z,1,3,4,X,4,1,1,1,1,3,1,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,1,X,X,X,X,X,X,X,X,X,1,X,X,X,X,X,X,1,X,X,X,X,X,X,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1,1,1,1,1,2,1,1,1,1,4
41011137,812067408,7040223401,8,28,A,15,2,X,2,2,2,2,6,9,5,3,1,3,1,6,2,2,4,2,3,2,2,2,2,2,3,2,2,3,1,X,X,X,X,X,X,X,X,1,X,X,X,X,X,X,X,X,X,1,X,X,X,X,X,X,1,X,X,X,X,X,X,X,X,X,X,X,1,X,X,1,X,X,X,X,X,X,2,1,1,1,1,1,1,1,1,1,1
41011138,812067409,7040223401,8,29,X,14,1,1,2,2,2,1,1,X,X,4,1,1,2,4,3,2,2,1,1,1,3,1,1,2,2,2,3,2,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,1,2,2,1,2,1,1,2,1,2,1,2,1,2,1,2,2,1,2,1,2,X,1,2,2,2,1,1,2,1,2,2,1,2,3,2,2,4,4,1,2,1,1,4
41011139,812067410,7040223401,8,30,X,12,2,X,2,2,2,1,4,6,3,4,1,1,2,4,3,2,2,1,1,1,3,1,1,2,2,2,3,2,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,1,2,2,1,2,1,1,2,1,2,2,2,1,2,1,2,2,1,2,1,2,2,1,2,2,2,2,2,1,2,1,2,1,2,3,2,2,4,4,1,2,1,1,4
41011169,812430774,7040120902,8,4,A,14,X,X,1,2,2,6,6,9,2,2,1,3,3,2,3,1,1,3,1,1,3,2,2,2,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,2,1,2,1,2,1,2,2,1,2,1,1,1,1,1,2,1,2,2,1,1,2,2,2,1,1,1,1,1,2,1,2,2,2,1,X,X,X,X,X,X,X,X,X,X,X
41011170,812430776,7040120902,8,6,A,13,X,X,1,2,2,6,7,9,7,3,1,3,3,6,2,1,2,3,2,2,3,2,1,1,2,2,1,1,X,1,X,X,X,X,X,X,X,X,X,X,X,X,X,1,X,X,X,1,X,X,X,X,X,X,X,1,X,X,X,X,X,X,X,X,X,X,X,Z,X,X,X,X,X,X,1,X,1,1,X,X,X,X,X,X,X,X,X
41011171,812430785,7040120902,8,15,X,XX,X,X,X,X,X,4,6,9,4,2,X,3,1,2,1,1,2,2,1,1,3,1,1,2,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,X,X,2,1,1,1,1,X,X,X,X,X,X
41011172,812430775,7040120902,8,5,A,15,X,X,1,2,2,9,9,Z,3,2,1,4,1,3,2,2,1,2,1,1,3,2,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,2
41011173,812430772,7040120902,8,2,A,15,1,X,1,2,2,5,7,9,Z,1,Z,3,3,4,2,1,1,1,1,2,3,1,1,2,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1
41011174,812430779,7040120902,8,9,A,14,X,X,1,2,2,6,9,9,5,1,1,3,1,2,2,2,1,1,1,1,2,2,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,Z,2,2,2,1,1,1,2,1,1,1,1,1,4,1,1,1,1,4
41011175,812430780,7040120902,8,10,A,14,X,X,1,X,2,1,4,9,7,2,1,3,1,2,2,1,2,1,1,3,2,3,3,2,3,2,2,3,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,1,2,2,Z,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,1,1,X,X,X,X,X,X,X
41011176,812430771,7040120902,8,1,A,12,X,X,1,2,2,7,Z,6,3,5,1,2,1,5,3,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Z,1,1,2,1,2,1,2,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X
41011177,812430773,7040120902,8,3,A,13,X,X,1,2,2,6,6,9,4,2,1,4,3,4,2,1,1,2,1,1,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
41011178,812430777,7040120902,8,7,A,14,X,1,1,2,2,1,1,9,9,3,1,3,4,6,2,1,X,X,1,2,3,3,2,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,1,1,2,1,1,2,2,1,1,1,1,1,2,2,2,2,1,2,2,1,2
41011179,812430782,7040120902,8,12,A,14,X,X,1,2,2,5,9,9,3,2,6,3,3,6,2,2,1,2,1,1,1,2,1,1,3,1,2,1,2,1,1,1,1,1,2,1,1,1,2,2,1,2,1,2,1,2,1,1,1,1,2,2,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X
41011180,812430778,7040120902,8,8,A,14,X,X,1,X,X,1,7,1,4,2,5,3,3,4,3,1,1,1,2,1,2,2,1,1,2,2,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,2,2,1,1,2,1,1,2,2,1,1,2,1,1,2,2,1,1,2,2,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,1,2,1,2,1,1,1,2
41011181,812430784,7040120902,8,14,A,13,X,X,1,2,2,1,3,9,3,4,1,Z,2,2,2,1,2,2,1,2,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,2,1,2,1,1,2,1,1,X,X,X,X,X,X,X,X,X,X,X
41011182,812430783,7040120902,8,13,A,13,X,X,1,2,2,9,1,7,9,2,3,1,1,4,3,2,2,3,1,1,2,1,1,2,3,1,1,2,2,1,1,1,1,2,1,1,1,1,2,2,1,2,1,2,2,2,1,1,1,1,2,1,1,1,2,2,1,1,Z,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,1,1,2,1,2,4
41011183,812430781,7040120902,8,11,A,13,1,1,1,X,X,9,9,9,4,2,1,3,3,6,2,2,1,1,1,1,3,2,1,3,3,3,2,3,2,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,2,2,1,X,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,X,X,X,X,X,X,X,X,X,X,X
41011184,812430786,7040120902,8,16,A,13,1,1,1,2,2,3,6,1,3,2,1,4,1,2,3,2,1,2,2,1,2,Z,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,2,2,2,Z,1,2,1,2,1,1,1,2,2,2,2,1,2,2,1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4
41011185,812430787,7040120902,8,17,A,13,2,X,1,X,X,8,7,3,3,2,1,4,3,6,2,1,2,3,3,2,1,3,1,1,1,2,3,3,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1
41011186,812430788,7040120902,8,18,A,13,X,X,1,X,2,1,2,1,2,2,1,3,1,Z,2,1,3,3,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41011187,812430789,7040120902,8,19,A,12,X,X,1,2,2,1,1,6,9,1,1,4,3,4,3,1,1,1,1,1,3,2,1,3,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,4
41011188,812430790,7040120902,8,20,A,13,X,X,1,X,X,9,0,1,1,2,1,1,4,6,2,1,1,3,1,2,3,2,1,3,1,3,2,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,X,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41011189,812430791,7040120902,8,21,A,13,X,X,1,2,2,2,3,3,3,Z,1,2,3,2,2,3,3,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1
41011190,812430792,7040120902,8,22,A,13,2,X,1,X,X,5,5,2,2,2,1,2,3,1,2,1,4,3,2,2,1,1,2,2,2,Z,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1
41011191,812430793,7040120902,8,23,A,13,1,1,1,2,2,6,3,6,1,3,5,2,4,3,2,4,2,1,2,1,3,Z,3,2,3,1,3,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,Z,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,3,1,2,1,3
41011192,812430794,7040120902,8,24,A,13,2,X,1,2,2,6,6,8,6,3,2,1,1,5,2,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41011193,812430795,7040120902,8,25,A,12,X,X,1,X,X,2,2,Z,9,3,Z,2,2,4,1,1,2,4,1,2,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41011194,812430796,7040120902,8,26,A,13,2,X,1,2,2,5,7,8,6,3,1,2,1,6,2,1,2,3,2,1,1,1,2,3,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,4,1,2,2,2,2,2
41011195,812430797,7040120902,8,27,A,13,2,1,1,2,2,2,7,8,6,3,1,2,1,6,2,1,4,4,1,1,3,3,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41011196,812430798,7040120902,8,28,A,13,2,X,1,X,X,6,6,9,4,3,5,3,3,4,2,2,1,4,1,1,2,3,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,X,X,X,1,1,1,1,1,1,1,1,1,1,1
41011197,812430799,7040120902,8,29,A,13,1,1,1,2,2,7,1,1,1,3,1,4,3,2,1,2,4,3,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1
41011198,812430800,7040120902,8,30,A,12,X,X,1,2,X,6,2,3,3,1,1,2,3,2,1,1,3,4,2,2,Z,2,3,3,3,2,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
41011229,112072169,7040122301,10,1,B,14,2,X,1,2,2,6,7,8,6,2,3,2,3,4,2,2,1,1,1,1,2,2,1,1,2,1,1,2,1,2,1,1,1,1,2,1,2,1,2,2,1,2,1,2,2,2,1,1,1,2,1,2,2,1,1,2,1,2,2,2,2,1,2,1,1,1,2,1,1,X,X,X,X,X,X,X,1,1,1,2,3,1,2,1,1,2,3
