sq_scan,tq_bar,tq_udise,tq_grade,tq_section,tq_gender,tq_emp,tq_exp,tq_pqua,tq_subj,tq_age,tq_q01,tq_q02,tq_q03,tq_q04,tq_q05,tq_q06,tq_q07,tq_q08,tq_q09,tq_q10,tq_q11,tq_q12,tq_q13,tq_q14,tq_q15,tq_q16,tq_q17,tq_q18,tq_q19,tq_q20,tq_q21,tq_q22,tq_q23,tq_q24,tq_q25,tq_q26,tq_q27,tq_q28,tq_q29,tq_q30,tq_q31,tq_q32,tq_q33,tq_q34,tq_q35,tq_q36,tq_q37,tq_q38,tq_q39,tq_q40,tq_q41,tq_q42,tq_q43,tq_q44,tq_q45,tq_q46,tq_q47,tq_q48,tq_q49,tq_q50,tq_q51,tq_q52,tq_q53,tq_q54,tq_q55,tq_q56,tq_q57,tq_q58,tq_q59,tq_q60,tq_q61,tq_q62,tq_q63,tq_q64,tq_q65,tq_q66,tq_q67,tq_q68,tq_q69,tq_q70a,tq_q70b,tq_q70c,tq_q70d,tq_q71a,tq_q71b,tq_q71c,tq_q71d,tq_q71e,tq_q71f
"41009021","122068756","07040223404","10","C","2","1","3","2","3","2","2","1","1","1","2","1","2","1","2","1","1","1","1","1","2","1","1","1","1","1","1","3","2","2","2","3","2","1","1","3","3","2","1","1","1","1","2","3","2","2","2","1","2","1","2","2","3","3","2","2","2","3","2","X","3","3","3","3","3","2","3","4","X","4","2","1","2","2","1","2","2","2","1","2","2","2","1","2","2"
"41009022","122068757","07040223404","10","C","2","1","3","2","2","2","2","1","1","1","2","1","1","1","2","1","1","1","2","1","1","1","1","1","1","1","1","3","3","3","3","3","2","3","3","2","2","1","1","1","1","1","3","3","3","3","3","3","2","2","2","3","2","2","2","3","3","3","3","3","3","2","1","3","3","3","3","Z","2","2","1","2","2","3","1","2","2","1","1","2","1","2","2","2","2"
"41009023","122068758","07040223404","10","C","2","1","4","2","4","3","1","2","1","1","2","1","1","1","2","1","2","1","2","2","1","1","1","1","1","1","1","3","2","3","2","3","2","2","2","1","2","3","1","1","1","1","3","3","3","3","3","3","2","2","2","3","3","3","2","3","3","2","2","2","3","1","3","3","3","3","3","2","2","1","1","1","1","2","1","2","2","1","1","2","2","2","2","1","2"
"41009085","122068821","07040322504","10","B","2","1","4","2","1","4","2","1","1","1","2","2","1","2","1","2","2","2","2","1","1","1","1","1","1","1","1","3","2","3","3","3","3","3","3","1","1","1","1","1","1","1","3","3","3","3","3","3","2","2","2","2","3","1","2","3","3","3","3","3","3","3","3","3","3","3","3","4","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","1"
"41009086","122068825","07040322504","10","E","2","1","4","2","3","3","1","1","1","1","1","1","1","1","1","1","2","2","2","1","1","1","1","1","1","1","2","3","3","2","3","3","2","2","3","1","2","1","1","1","1","1","2","2","3","2","3","3","2","2","3","3","3","1","2","3","2","2","3","3","3","3","3","3","3","3","3","4","1","1","1","2","1","2","1","2","2","1","1","2","2","2","1","2","2"
"41009087","122068822","07040322504","10","C","2","1","4","2","4","4","2","1","1","1","2","1","1","2","1","2","2","2","2","2","1","1","1","1","1","1","1","3","2","3","3","3","3","3","3","1","1","1","1","1","1","1","3","3","3","3","3","3","2","2","2","2","3","X","3","3","3","3","3","3","3","3","3","3","3","3","3","4","2","2","1","2","2","2","1","2","2","2","1","2","2","2","2","1","2"
"41009148","122068830","07040322507","10","B","2","1","4","2","1","3","2","1","1","1","2","2","1","1","1","1","2","1","1","1","2","1","1","1","1","1","1","3","2","1","2","3","2","2","2","2","3","2","2","2","1","2","3","2","2","3","2","2","2","2","2","3","3","3","2","3","3","2","2","2","2","1","2","3","3","3","3","4","2","1","1","2","2","2","1","2","2","1","1","2","2","2","2","2","1"
"41009149","122068827","07040322507","10","B","2","3","1","2","3","1","1","1","1","2","X","2","1","1","1","1","1","1","1","2","2","1","1","1","1","1","1","3","2","1","2","3","2","2","2","2","3","2","2","1","1","2","3","2","3","3","3","2","2","2","2","2","3","2","2","3","3","2","2","2","2","2","2","3","3","3","3","3","2","1","1","2","1","2","1","2","2","2","1","2","2","2","1","2","2"
"41009150","122068828","07040322507","10","B","2","1","4","2","1","4","2","1","1","1","1","2","1","1","1","1","2","1","1","1","2","1","1","1","1","1","1","3","2","1","3","3","2","2","2","2","Z","3","2","1","1","2","3","3","3","3","3","3","2","2","2","3","2","3","2","3","3","3","2","2","2","1","2","3","3","3","4","4","2","1","1","2","1","2","1","2","2","2","1","1","2","2","2","2","2"
"41009151","122068826","07040322507","10","B","2","1","4","2","4","3","2","1","1","1","1","2","1","1","1","1","2","1","1","1","2","1","1","1","1","1","1","3","2","1","2","3","2","2","2","2","3","2","2","1","1","2","3","2","3","3","3","2","2","2","2","3","3","3","2","3","3","2","2","2","2","2","2","3","3","3","3","4","2","1","1","2","1","2","1","X","X","X","1","X","X","X","X","1","X"
"41009152","122068829","07040322507","10","B","2","1","4","2","2","4","2","1","X","1","2","X","1","1","X","1","2","1","1","2","2","1","1","1","1","1","X","3","X","1","2","3","2","2","2","2","3","2","2","1","1","1","3","3","2","3","2","2","2","2","2","3","2","2","2","2","2","2","X","2","X","1","X","3","3","3","3","4","2","2","2","2","1","2","1","2","2","2","1","2","1","2","2","2","2"
"41009271","822054178","07040121902","08","D","2","1","4","2","4","3","2","1","1","1","2","2","1","1","2","1","2","2","1","1","2","1","1","1","1","2","2","3","2","2","2","3","2","2","3","2","3","2","2","1","1","1","3","3","3","2","3","2","2","1","3","2","2","3","2","3","2","2","2","2","3","3","3","3","3","3","3","4","1","2","2","2","1","4","2","2","2","1","1","2","2","2","1","2","2"
"41009272","822054180","07040121902","08","D","2","1","4","2","4","2","2","1","1","1","2","2","1","1","2","1","1","2","1","1","2","1","1","1","1","2","2","3","2","2","2","3","2","2","3","2","3","2","2","1","1","1","3","3","3","2","3","2","2","1","3","2","2","3","2","3","2","2","2","2","3","1","Z","3","3","3","3","4","1","2","2","2","1","2","2","2","2","1","1","2","2","2","2","1","2"
"41009273","822054177","07040121902","08","D","2","1","4","2","1","4","2","1","1","1","2","2","1","1","2","1","1","2","1","1","2","1","1","1","1","2","2","3","2","2","2","3","2","2","3","2","3","2","2","1","1","1","3","3","3","2","3","2","2","1","3","2","2","3","2","3","2","2","2","2","2","1","3","3","3","3","3","4","1","4","2","2","2","2","2","2","2","1","1","2","2","2","2","2","Z"
"41009274","822054179","07040121902","08","D","2","1","1","2","2","2","2","1","1","1","2","2","1","1","1","1","1","2","1","1","2","1","1","1","1","2","2","3","2","2","2","3","2","2","3","2","3","2","2","1","1","1","3","3","3","2","3","2","2","1","3","2","2","2","2","3","2","2","2","2","3","2","Z","3","3","3","3","4","1","2","2","2","1","4","2","2","2","1","1","2","1","2","2","2","2"
"41009396","122068699","07040121502","10","B","1","1","2","2","3","3","1","1","1","1","2","2","1","1","1","1","2","1","2","1","1","1","1","1","1","1","1","3","3","3","3","3","2","3","3","1","2","2","1","1","1","1","3","3","3","3","3","3","2","2","3","3","3","3","2","3","3","3","3","2","3","3","3","3","3","3","3","3","1","1","1","1","2","4","1","2","2","1","1","2","2","2","1","2","2"
"41009397","122068700","07040121502","10","B","1","1","4","2","2","3","1","1","1","1","2","2","1","1","1","1","2","2","2","1","1","1","1","1","1","1","1","3","3","3","3","3","2","2","3","2","3","1","1","2","1","1","3","3","3","2","3","3","2","2","3","3","3","3","2","3","3","3","3","2","3","3","3","3","3","3","2","3","1","1","1","1","1","3","2","2","2","1","1","1","1","1","1","2","2"
"41009398","122068697","07040121502","10","B","1","1","4","2","4","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","3","3","3","3","3","3","3","1","1","1","1","1","1","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","4","1","1","1","1","1","2","2","X","X","1","X","X","X","X","X","1","X"
"41009399","122068698","07040121502","10","B","1","1","4","2","1","4","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","1","1","1","1","1","3","Z","2","2","2","2","2","2","3","1","1","1","1","1","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","1","3","1","1","1","1","1","1","5","2","2","2","2","1","1","2","2","2","2","2"
"41009431","322023185","07040122001","03","A","2","1","1","1","5","2","1","1","1","2","1","2","2","2","1","2","2","2","2","2","1","1","1","1","1","1","1","3","2","3","3","2","2","2","3","1","1","2","1","1","1","1","3","3","3","3","3","3","2","3","2","3","3","3","3","3","3","3","2","2","3","2","2","3","3","3","3","4","1","1","1","1","1","2","2","1","2","2","2","1","1","1","2","1","1"
"41009432","322023187","07040122001","03","A","2","1","1","1","5","2","1","1","1","2","1","2","2","2","1","2","2","2","2","2","1","1","1","1","1","1","1","3","2","3","3","2","2","2","3","1","1","2","1","1","1","1","3","3","3","3","3","3","2","3","2","3","3","3","3","3","3","3","2","2","3","2","2","3","3","3","3","4","1","1","1","1","1","2","2","1","2","2","2","1","1","1","2","1","1"
"41009433","322023186","07040122001","03","A","2","1","1","1","5","2","1","1","1","2","1","2","2","2","1","2","2","2","2","2","1","1","1","1","1","1","1","3","2","3","3","2","2","2","3","1","1","2","1","1","1","1","3","3","3","3","3","3","2","3","2","3","3","3","3","3","3","3","2","2","3","2","2","3","3","3","3","4","1","1","1","1","1","2","2","1","2","2","2","1","1","1","2","1","1"
"41009555","522003832","07040123301","05","B","2","3","2","2","5","2","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","2","3","3","3","2","3","3","2","2","3","2","2","2","3","3","2","3","3","3","2","2","2","2","3","2","2","3","2","2","3","2","2","2","3","2","3","3","2","3","4","1","2","2","1","2","2","2","1","1","2","2","1","1","X","X","X","X"
"41009556","522003833","07040123301","05","A","1","1","1","2","5","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","2","2","2","2","1","2","3","2","3","2","3","2","1","2","3","2","3","3","3","3","2","2","2","3","2","2","3","3","2","2","2","2","3","2","2","3","3","2","3","4","1","2","2","1","2","2","2","1","1","2","2","1","1","1","2","2","1"
"41009557","522003834","07040123301","05","B","1","1","1","1","5","1","1","1","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","1","3","3","3","3","3","2","2","3","1","1","1","1","1","1","1","3","2","3","3","2","3","2","2","3","3","3","3","2","3","3","3","3","3","3","3","3","3","3","3","2","3","1","1","1","1","1","4","2","1","1","2","2","1","1","1","2","2","2"
"41009589","122068871","07040323604","10","B","2","1","3","2","4","3","2","1","1","1","1","2","2","1","1","1","1","1","2","1","1","1","1","1","1","1","1","3","3","3","3","3","2","3","3","1","1","1","1","1","1","1","2","3","3","2","3","3","2","2","2","3","3","3","3","3","2","3","2","3","2","2","2","3","3","3","3","3","1","1","1","1","1","5","1","2","2","1","1","2","2","2","2","1","2"
"41009590","122068872","07040323604","10","B","2","1","3","2","1","3","2","1","1","1","1","2","2","2","1","1","1","1","2","1","1","1","1","1","1","1","1","3","3","3","3","3","2","3","3","1","1","1","1","1","1","1","2","3","3","2","3","3","2","2","2","3","3","3","3","3","2","3","2","3","2","1","2","3","3","3","3","3","1","1","1","1","1","5","1","2","2","1","1","1","X","X","X","X","X"
"41009591","122068873","07040323604","10","B","2","1","4","2","3","3","1","1","1","1","1","2","2","1","1","1","1","1","2","1","1","1","1","1","1","1","1","3","3","3","3","3","2","3","3","1","1","1","1","1","1","1","3","3","3","2","3","2","2","2","2","3","3","3","3","3","3","3","3","3","3","3","2","3","3","3","3","3","3","2","1","1","1","5","1","2","2","1","1","2","2","2","1","2","2"
"41009592","122068874","07040323604","10","B","1","1","4","2","2","3","2","1","1","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","1","1","1","3","2","3","3","2","2","2","2","2","2","1","2","1","1","1","2","2","3","3","3","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","3","2","2","3","4","1","1","2","2","1","1","1","2","2","2","1","2","1","2","2","2","2"
"41009593","122068875","07040323604","10","B","2","1","4","2","1","3","1","1","X","1","1","2","2","1","1","1","2","1","2","1","1","1","1","1","1","1","1","3","2","3","3","3","2","2","2","1","1","1","1","1","1","1","3","3","3","2","3","2","2","2","2","3","3","3","3","3","3","3","2","2","3","2","3","3","3","3","3","4","1","2","1","1","1","2","1","2","2","2","1","2","2","2","2","2","1"
"41009596","822008341","07040123103","08","C","1","3","1","2","1","1","1","1","1","1","1","2","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","3","2","2","3","3","2","2","2","1","2","2","3","1","1","2","3","3","2","2","3","3","3","2","2","3","3","3","2","3","3","3","3","3","3","3","3","3","3","3","2","2","1","1","1","1","2","2","1","2","2","1","2","1","2","2","2","2","2"
"41009597","822008342","07040123103","08","C","1","3","1","2","Z","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","3","2","2","3","2","3","3","3","1","2","1","1","1","1","1","2","2","2","2","3","2","2","2","2","3","2","3","2","3","3","3","2","2","2","2","2","3","3","3","3","2","1","2","2","1","1","2","2","2","2","1","1","2","2","2","2","1","1"
"41009598","822008343","07040123103","08","C","1","1","1","2","4","1","1","1","1","1","1","1","1","1","1","2","2","1","2","1","1","1","1","1","1","1","1","3","3","3","3","3","3","3","3","3","3","3","3","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","4","1","1","1","1","1","4","2","2","2","1","1","2","1","1","2","1","2"
"41009599","822008344","07040123103","08","C","1","1","1","2","2","2","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","3","2","3","2","3","2","3","2","1","2","1","1","1","1","1","3","3","3","2","3","2","2","2","2","2","3","3","3","3","2","2","2","3","2","3","3","3","3","3","3","4","1","2","2","2","2","2","1","2","2","1","2","2","1","2","2","2","2"
"41009721","122068701","07040121505","10","E","1","1","1","2","3","2","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","3","3","2","2","3","2","2","3","2","3","2","1","1","1","1","2","3","3","3","2","2","3","2","3","3","3","3","2","3","3","3","2","3","3","3","2","3","3","3","3","3","1","1","1","2","2","2","2","2","2","1","1","2","2","2","1","2","2"
"41009747","122068702","07040121505","10","E","1","1","1","2","4","2","2","1","1","1","2","2","2","2","2","1","2","1","2","1","1","1","1","1","1","1","1","3","2","3","3","2","2","2","2","2","3","1","2","1","1","1","3","3","3","3","3","2","2","2","2","3","3","3","3","3","3","3","3","3","3","3","2","3","3","3","3","3","1","1","2","2","2","2","2","2","2","1","1","2","2","2","2","1","2"
"41009774","822054227","07040321801","08","X","2","1","3","2","1","3","2","1","1","2","2","1","1","1","1","2","1","2","2","1","1","1","1","1","1","1","1","3","3","3","3","3","2","3","3","1","2","1","1","1","1","1","3","2","3","3","3","3","2","2","2","3","3","3","2","3","3","3","2","2","3","2","2","3","3","3","2","2","1","1","1","2","2","2","1","2","2","1","2","2","2","2","2","2","1"
"41009775","822054225","07040321801","08","X","2","1","2","2","3","2","2","1","1","2","2","1","1","1","1","2","1","2","2","2","1","1","1","1","1","1","1","3","3","3","3","3","3","2","3","1","1","1","1","1","1","1","3","2","3","3","3","3","2","2","2","3","3","3","2","3","3","3","2","2","3","2","2","3","3","3","2","1","1","1","1","2","2","2","1","2","2","1","2","2","2","2","1","2","2"
"41009776","822054226","07040321801","08","X","2","3","1","2","2","2","2","1","1","2","2","1","1","1","1","2","1","2","2","2","1","1","1","1","1","1","1","3","3","3","3","3","2","3","3","1","1","1","1","1","1","1","3","2","3","3","3","3","2","2","2","3","3","2","2","3","3","3","2","2","3","2","2","3","3","3","2","1","1","1","1","2","2","2","1","2","2","1","2","2","1","2","2","2","2"
"41009777","822054228","07040321801","08","X","2","1","1","2","4","4","2","1","1","2","2","1","1","1","1","2","1","2","2","2","1","1","1","1","1","1","1","3","3","3","3","3","2","3","3","1","1","1","1","1","1","1","3","2","3","3","3","3","2","2","2","3","3","3","2","3","3","3","2","2","3","2","2","3","3","3","2","2","1","1","1","2","2","2","1","2","2","1","2","2","2","2","2","1","2"
"41009778","122068704","07040121505","10","E","1","1","4","2","3","4","2","1","1","1","2","2","1","1","2","1","1","2","2","1","1","1","1","1","1","1","1","3","3","3","3","3","2","2","3","1","1","1","1","1","1","1","3","3","3","3","3","3","3","2","1","3","3","2","2","3","3","2","3","3","3","3","2","3","3","3","3","2","2","1","1","1","1","2","1","2","2","2","1","2","2","2","1","2","2"
"41009779","122068705","07040121505","10","E","1","1","4","2","2","3","2","2","2","1","2","2","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","3","3","3","3","3","2","2","3","1","1","1","1","1","2","1","3","3","3","3","3","3","2","2","2","2","2","3","2","3","3","2","2","2","3","3","2","3","3","2","3","2","2","2","2","2","1","5","1","2","2","1","1","2","1","2","2","2","2"
"41009780","122068703","07040121505","10","E","1","1","4","2","1","3","1","1","1","1","2","2","2","1","1","1","2","1","2","1","1","1","1","1","1","1","1","3","3","2","2","3","1","1","2","1","3","1","3","1","1","1","2","3","3","3","3","2","2","2","3","2","2","3","2","3","2","2","2","3","3","1","3","3","3","3","3","4","2","2","1","2","2","2","1","1","X","X","1","1","X","X","X","X","X"
"41009781","822054224","07040321610","08","X","2","1","2","1","4","3","2","1","1","2","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","3","3","3","2","2","2","2","1","1","2","1","1","1","1","3","3","2","2","3","2","2","2","2","3","3","3","2","3","3","3","2","2","3","3","2","3","3","1","2","1","4","1","1","1","1","2","1","2","2","1","2","2","2","2","2","1","2"
"41009782","822054221","07040321610","08","A","1","1","3","2","2","3","2","1","1","1","2","2","2","1","1","2","2","1","2","1","1","1","1","1","1","1","1","3","3","2","3","3","3","2","2","1","2","1","1","1","1","1","3","2","3","3","3","2","2","3","2","3","3","3","2","3","3","3","2","3","3","2","3","3","2","3","4","2","1","2","1","2","2","2","1","2","2","1","2","2","1","2","2","2","2"
"41009783","822054223","07040321610","08","X","2","1","1","2","3","2","2","1","1","1","2","2","2","1","1","2","2","1","2","1","1","1","1","1","1","1","1","3","3","2","3","3","3","2","2","1","2","1","1","1","1","1","3","2","3","3","3","2","2","3","2","3","3","3","2","3","3","3","2","3","3","2","3","3","2","3","4","2","1","2","1","2","2","2","1","2","2","1","2","2","2","2","1","2","2"
"41009784","822054222","07040321610","08","X","2","1","2","2","1","2","2","1","1","1","2","2","2","1","1","2","2","1","2","1","1","1","1","1","1","1","1","3","3","2","3","3","3","2","2","1","2","1","1","1","1","1","3","2","3","3","3","2","2","3","3","3","3","3","2","3","3","3","2","3","3","2","3","3","2","3","4","2","1","2","1","2","2","2","1","2","2","1","2","2","2","2","2","2","1"
"41009848","822054219","07040321607","08","A","2","1","2","2","1","3","2","1","1","2","2","2","1","1","2","2","1","1","2","1","1","1","1","1","1","1","1","3","3","3","3","3","3","3","3","1","1","1","1","1","1","2","3","3","3","3","3","3","2","3","2","3","3","3","3","3","3","3","2","2","3","X","3","3","3","3","3","1","2","2","1","2","2","2","1","2","2","1","2","2","2","2","2","2","1"
"41009849","822054218","07040321607","08","A","2","1","4","1","2","3","2","1","1","2","2","2","1","1","2","2","1","1","2","1","1","1","1","1","1","1","1","3","3","3","3","3","3","3","3","1","1","1","1","1","1","2","3","3","3","3","3","3","2","3","2","3","3","3","3","3","3","3","2","2","3","2","3","3","3","3","2","1","2","2","1","2","2","2","1","2","2","1","2","2","1","2","2","2","2"
"41009850","822054217","07040321607","08","A","2","1","1","2","4","1","2","1","1","2","2","2","1","1","2","2","1","1","2","1","1","1","1","1","1","1","1","3","3","3","3","3","3","3","3","1","1","1","1","1","1","1","3","3","3","3","3","3","2","3","2","3","3","3","3","3","3","3","2","2","3","X","3","3","3","3","2","1","2","2","1","2","2","2","1","2","2","1","2","2","2","2","2","1","2"
"41009851","822054220","07040321607","08","A","2","1","4","1","3","3","2","1","1","2","2","2","2","2","2","2","2","1","1","2","1","1","1","1","1","1","1","3","3","3","3","3","2","2","3","1","1","1","1","1","1","1","3","3","3","3","3","3","2","2","3","3","3","3","2","3","2","2","2","2","3","3","2","3","3","2","4","1","4","2","1","2","1","2","1","2","2","1","2","2","2","2","1","2","2"
"41010032","322023194","07040321608","03","B","2","3","1","2","3","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","3","2","2","2","2","2","2","2","2","2","2","3","3","3","3","2","3","2","2","3","3","2","1","2","2","3","3","2","3","3","2","2","3","3","2","3","3","2","3","4","2","2","2","2","2","2","2","1","2","2","2","2","2","1","2","2","2"
"41010033","322023195","07040321608","03","B","2","3","2","2","1","3","1","1","1","2","2","2","2","2","2","1","1","1","1","2","2","1","1","1","1","1","2","3","2","2","2","2","3","2","2","2","2","2","2","3","3","3","3","2","3","3","2","3","3","2","2","3","3","3","3","3","3","3","3","3","3","3","2","3","3","2","3","3","2","2","2","2","2","2","1","1","1","2","2","2","2","2","2","2","Z"
"41010034","322023196","07040321608","03","B","2","3","3","2","2","2","1","1","1","2","2","2","2","2","2","1","1","1","1","2","2","1","1","1","1","1","2","3","2","2","2","2","3","2","2","2","2","2","2","3","3","3","3","2","3","2","2","3","2","2","2","3","3","3","3","3","3","2","2","2","3","3","2","3","3","2","3","3","2","2","2","2","2","2","2","1","1","2","2","2","1","1","2","2","2"
"41010097","122068864","07040322901","10","Z","2","1","3","2","1","3","2","1","1","1","2","2","1","1","1","2","2","1","2","2","1","1","1","1","1","1","1","3","2","3","3","3","2","2","3","1","2","1","1","1","1","1","3","2","3","2","2","2","2","3","2","2","3","3","2","2","3","2","3","3","2","2","3","3","3","2","2","4","1","2","2","1","2","2","1","2","2","2","1","2","2","2","2","2","1"
"41010098","122068862","07040322901","10","C","2","1","4","2","1","4","2","2","1","1","1","1","1","1","1","2","1","1","1","2","1","1","1","1","1","1","1","3","1","3","3","3","2","3","3","2","1","2","2","3","3","3","2","3","2","3","3","3","2","3","2","3","2","3","3","3","3","3","2","2","3","2","2","3","3","2","4","4","3","1","2","2","2","2","1","2","2","2","1","1","2","2","2","2","2"
"41010099","122068865","07040322901","10","Z","2","1","2","2","2","2","1","1","1","1","2","2","1","1","1","2","1","1","2","2","1","1","1","1","1","1","2","3","3","3","3","3","Z","3","3","1","1","1","1","1","1","1","2","3","3","3","3","Z","2","2","2","2","3","3","3","3","3","2","2","2","3","2","3","3","3","3","2","4","1","2","2","1","2","2","1","2","2","1","1","2","1","2","2","2","2"
"41010100","122068863","07040322901","10","Z","2","1","2","2","3","2","2","1","1","1","2","2","1","1","1","2","2","1","2","2","1","1","1","1","1","1","1","3","3","3","3","3","2","2","3","1","2","1","1","1","1","1","3","2","3","3","3","2","2","2","2","3","3","3","2","3","3","3","2","2","3","3","3","3","3","2","3","4","1","2","2","1","2","2","1","X","X","X","1","X","X","X","1","X","X"
"41010101","122068861","07040322901","10","Z","2","1","4","2","4","4","2","1","1","1","2","2","1","1","1","2","1","1","2","2","1","1","1","1","1","1","2","3","2","3","3","3","2","2","3","1","2","1","1","1","1","1","3","2","3","2","3","2","2","2","3","2","2","3","2","3","3","2","2","2","3","2","3","3","3","2","3","4","1","2","1","1","2","2","1","2","2","2","1","2","2","2","2","1","2"
"41010162","822054213","07040321504","08","B","2","1","4","2","3","4","2","1","1","1","1","2","1","1","1","1","2","1","2","2","1","1","1","1","1","1","2","3","3","3","3","3","3","2","3","1","1","1","1","1","1","1","3","3","3","3","3","2","2","2","2","3","3","3","3","3","3","3","2","3","3","3","3","3","3","3","3","4","1","2","1","2","1","2","1","2","2","1","2","2","2","2","1","2","2"
"41010163","822054214","07040321504","08","A","2","1","1","2","2","2","2","2","1","1","1","2","1","1","1","1","2","1","2","2","1","1","1","1","1","1","2","3","3","2","3","3","2","3","3","1","1","1","1","1","1","1","3","2","2","3","3","3","2","2","2","3","3","3","2","3","2","2","2","3","3","2","3","3","3","3","3","4","2","2","2","1","2","2","1","2","2","1","2","2","1","2","2","2","2"
"41010164","822054216","07040321504","08","A","2","1","4","2","4","3","2","1","1","1","1","2","1","1","1","1","2","2","2","2","1","1","1","1","1","1","2","3","3","3","3","3","3","3","3","1","1","1","1","1","1","1","3","3","2","3","3","3","2","2","2","3","3","3","3","3","3","2","2","2","3","1","3","3","3","3","3","4","1","2","2","2","2","2","1","2","2","1","2","2","2","2","2","1","2"
"41010165","822054215","07040321504","08","B","2","1","2","2","1","2","2","1","1","1","1","2","1","1","1","2","2","1","2","2","1","1","1","1","1","1","2","3","3","3","3","3","3","3","3","1","1","1","1","1","1","1","3","2","3","3","3","3","2","2","2","3","3","3","3","3","3","3","3","2","3","1","3","3","3","3","3","4","1","2","1","2","2","2","1","2","2","1","2","2","2","2","2","2","1"
"41010167","122068785","07040321602","10","D","2","1","2","2","1","2","2","1","1","2","2","2","2","1","1","1","1","1","1","1","2","1","1","1","1","1","1","3","2","2","2","3","2","2","3","2","2","1","2","1","1","1","3","3","3","3","3","2","2","2","2","2","2","3","2","3","2","2","2","2","2","3","2","3","3","3","3","1","2","2","2","2","2","2","1","2","2","1","1","2","2","2","2","2","1"
"41010168","122068784","07040321602","10","D","2","1","1","2","1","1","1","1","1","2","2","2","1","2","1","2","2","1","2","2","1","1","1","1","1","1","1","3","1","3","3","3","3","3","3","2","1","3","1","3","3","3","3","3","3","3","3","3","3","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","1","2","1","1","2","2","1","2","2","1","1","1","2","2","2","2","2"
"41010169","122068783","07040321602","10","D","2","1","4","2","3","3","2","1","1","2","2","2","2","1","1","1","2","1","2","2","2","1","1","1","1","1","1","3","2","3","3","3","2","3","3","1","1","1","1","1","1","1","3","3","2","3","3","2","2","2","2","3","3","3","2","3","3","3","3","3","3","3","3","3","3","2","3","4","1","1","1","2","2","2","1","2","2","1","1","2","2","2","1","2","2"
"41010170","122068782","07040321602","10","D","2","3","1","2","4","1","2","1","1","2","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","1","1","3","3","3","3","3","3","3","3","1","1","1","1","1","1","1","3","3","3","3","3","3","2","3","2","3","2","3","3","3","3","3","3","3","2","3","3","3","3","3","4","3","1","1","1","1","1","2","1","2","2","1","1","2","2","2","2","1","2"
"41010171","122068781","07040321602","10","D","2","1","1","2","2","1","2","1","1","2","2","1","1","1","1","2","1","1","2","2","1","1","1","1","1","1","1","3","3","3","3","3","3","2","3","1","1","1","1","1","1","1","2","2","3","3","1","1","2","1","2","3","2","2","3","3","2","3","1","2","3","3","3","3","3","3","3","2","1","2","2","3","1","2","1","2","2","1","1","2","1","2","2","2","2"
"41010202","522023623","07040321506","05","C","2","3","1","2","3","3","2","2","1","2","1","1","2","2","2","1","1","1","1","2","1","1","1","1","1","1","1","3","2","2","2","3","2","3","2","3","3","3","3","3","3","3","3","3","3","3","3","3","2","2","2","3","2","3","3","3","3","3","2","2","3","2","2","3","3","3","3","1","1","1","2","2","2","2","2","1","1","X","X","X","X","1","1","X","X"
"41010203","522023625","07040321506","05","C","2","3","1","2","1","1","1","1","1","2","1","1","2","2","2","1","1","1","1","2","1","1","1","1","1","1","1","3","2","2","2","3","2","3","3","3","2","3","3","3","3","3","3","3","3","3","3","3","2","2","2","2","2","3","3","3","3","3","2","2","3","2","2","3","3","2","2","4","1","2","1","2","2","2","2","1","1","X","X","X","X","X","X","X","1"
"41010204","522023624","07040321506","05","C","2","3","1","2","2","1","1","1","1","2","1","1","2","2","2","1","1","1","1","2","1","1","1","1","1","1","1","3","2","2","2","3","2","3","3","3","2","3","3","3","3","3","3","3","3","3","3","3","2","3","3","2","2","3","3","3","3","3","2","2","3","2","2","3","3","2","3","1","1","2","1","2","2","2","2","1","1","X","X","X","1","X","X","X","X"
